"","a1","g6","rho","beta2","P1","P2","P3","P4","P1_1.0","P2_1.0","P3_1.0","P4_1.0","Ze_1.0","P1_2.0","P2_2.0","P3_2.0","P4_2.0","Ze_2.0","P1_3.0","P2_3.0","P3_3.0","P4_3.0","Ze_3.0"
"Ys0...247",1.5,-1.5,-0.2,1,4.1975585,-0.0329218500000001,0.1370217,0.0614205000000001,4.1975585,0.018567,0.0365964000000001,0.0614205000000001,0.0489364499999998,4.1713657,0.018567,0.0365964000000001,0.0811168499999999,0.0553608999999993,4.1980161,-0.0209948999999998,0.12501345,0.0618764999999999,-0.000832299999999897
"Ys0...248",1.5,-1.5,-0.2,1.5,4.2099437,-0.03674745,0.1408473,0.0614205000000001,4.2099437,0.0161913,0.0376402499999999,0.0614205000000001,0.0502682999999999,4.1829406,0.0161913,0.0376402499999999,0.06132465,0.0773363500000004,4.2103641,-0.0244543500000001,0.1284729,0.0618764999999999,-0.000795099999999493
"Ys0...249",1.5,-1.5,0.2,-1.5,3.9073799,0.0650395499999998,0.0389586,0.0614205000000001,3.9073799,0.0745955999999999,0.01275045,0.0614205000000001,0.0166520999999999,3.8987459,0.0745955999999999,0.01275045,0.2165481,-0.129940349999999,3.9084103,0.06083595,0.0431826000000002,0.0618764999999999,-0.00150679999999959
"Ys0...250",1.5,-1.5,0.2,-1,4.0189181,0.0364567499999997,0.0675414000000001,0.0614205000000001,4.0189181,0.0530654999999998,0.02199975,0.0614205000000001,0.0289329,4.00354,0.0530654999999998,0.02199975,0.2006463,-0.0949208000000006,4.0196817,0.029436,0.0745825500000001,0.0618764999999999,-0.00124000000000013
"Ys0...251",1.5,-1.5,0.2,1,4.1971547,-0.00923534999999998,0.1132335,0.0614205000000001,4.1971547,0.0185385,0.0365820000000001,0.0614205000000001,0.0488776499999997,4.1710453,0.0185385,0.0365820000000001,0.0811168499999999,0.0552043000000007,4.1980161,-0.0209948999999998,0.12501345,0.0618764999999999,-0.00133779999999906
"Ys0...252",1.5,-1.5,0.2,1.5,4.2095287,-0.0123994500000002,0.1163976,0.0614205000000001,4.2095287,0.0161329500000003,0.0376113,0.0614205000000001,0.0502538999999995,4.1826401,0.0161329500000003,0.0376113,0.06132465,0.0771784999999996,4.2103641,-0.0244543500000001,0.1284729,0.0618764999999999,-0.00131179999999986
"Ys0...253",1.5,-1.5,0.75,-1.5,NA,NA,NA,0.0616013999999998,NA,NA,NA,0.0616013999999998,NA,NA,NA,NA,0.21641055,NA,3.9084213,0.0611799,0.0432953999999999,0.0614679000000002,NA
"Ys0...254",1.5,-1.5,0.75,-1,NA,NA,NA,0.0616013999999998,NA,NA,NA,0.0616013999999998,NA,NA,NA,NA,0.20049165,NA,4.0198207,0.0295404000000001,0.0749348999999997,0.0614679000000002,NA
"Ys0...255",1.5,-1.5,0.75,1,NA,NA,NA,0.0616013999999998,NA,NA,NA,0.0616013999999998,NA,NA,NA,NA,0.08117895,NA,4.1981009,-0.0209226,0.1253979,0.0614679000000002,NA
"Ys0...256",1.5,-1.5,0.75,1.5,NA,NA,NA,0.0616013999999998,NA,NA,NA,0.0616013999999998,NA,NA,NA,NA,0.06126465,NA,4.2104111,-0.02440665,0.12888195,0.0614679000000002,NA
"Ys0...257",1.5,-1,-0.75,-1.5,NA,NA,NA,0.2317312,NA,NA,NA,0.2317312,NA,NA,NA,NA,0.3352038,NA,3.9080393,0.1699348,0.0398319500000004,0.23209455,NA
"Ys0...258",1.5,-1,-0.75,-1,NA,NA,NA,0.2175666,NA,NA,NA,0.2175666,NA,NA,NA,NA,0.3103397,NA,4.0193735,0.1489444,0.0689793999999999,0.21794515,NA
"Ys0...259",1.5,-1,-0.75,1,NA,NA,NA,0.112251,NA,NA,NA,0.112251,NA,NA,NA,NA,0.1255399,NA,4.1978589,0.1152401,0.11570485,0.1126046,NA
