"","a1","g6","rho","beta2","Z_e","p2xp3","AY_ne","AMY_ne","AZY_ne","AZMY_ne","AY_re","AMY_re","AZY_re","AZMY_re"
"160",-0.5,1.5,0.75,1.5,0.00596595000000022,0.0263917979093925,1,2,4,3,1,2,4,3
"161",0.5,-1.5,-0.75,-1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"162",0.5,-1.5,-0.75,-1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"163",0.5,-1.5,-0.75,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"164",0.5,-1.5,-0.75,1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"165",0.5,-1.5,-0.2,-1.5,0.00465930000000014,0.000184368472785005,1,2,4,3,1,2,3,4
"166",0.5,-1.5,-0.2,-1,0.0082295999999995,0.000244103283315008,1,3,4,2,1,2,3,4
"167",0.5,-1.5,-0.2,1,0.0143378999999997,0.000214769549475004,1,3,4,2,1,2,4,3
"168",0.5,-1.5,-0.2,1.5,0.0147274500000001,0.000207779775052498,1,3,4,2,1,2,4,3
"169",0.5,-1.5,0.2,-1.5,0.00475454999999991,0.000181450786230007,1,2,4,3,1,2,3,4
"170",0.5,-1.5,0.2,-1,0.00835319999999973,0.000241394204160009,1,2,4,3,1,2,3,4
"171",0.5,-1.5,0.2,1,0.0143544000000002,0.000213224670877498,1,3,4,2,1,2,4,3
"172",0.5,-1.5,0.2,1.5,0.0147458999999999,0.000206245110960003,1,3,4,2,1,2,4,3
"173",0.5,-1.5,0.75,-1.5,0.00485519999999973,0.000183526022160008,1,2,3,4,1,2,3,4
"174",0.5,-1.5,0.75,-1,0.00842834999999953,0.000244800565200003,1,2,4,3,1,2,3,4
"175",0.5,-1.5,0.75,1,0.01437825,0.000216410807182498,1,2,4,3,1,2,4,3
"176",0.5,-1.5,0.75,1.5,0.0147467999999993,0.000209656060830008,1,2,4,3,1,2,4,3
"177",0.5,-1,-0.75,-1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"178",0.5,-1,-0.75,-1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"179",0.5,-1,-0.75,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"180",0.5,-1,-0.75,1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"181",0.5,-1,-0.2,-1.5,0.00310619999999995,0.000643574173987504,1,2,3,4,1,2,3,4
"182",0.5,-1,-0.2,-1,0.00548639999999967,0.0010324911279375,1,2,4,3,1,2,3,4
"183",0.5,-1,-0.2,1,0.00955860000000008,0.0015146843862525,1,2,4,3,1,2,3,4
"184",0.5,-1,-0.2,1.5,0.00981830000000006,0.00154562394747751,1,3,4,2,1,2,3,4
"185",0.5,-1,0.2,-1.5,0.00316969999999994,0.000637889422315008,1,2,3,4,1,2,3,4
"186",0.5,-1,0.2,-1,0.00556879999999982,0.00102770252403,1,2,3,4,1,2,3,4
"187",0.5,-1,0.2,1,0.00956960000000029,0.00150928151673,1,2,4,3,1,2,3,4
"188",0.5,-1,0.2,1.5,0.00983060000000036,0.001539949804625,1,2,4,3,1,2,3,4
"189",0.5,-1,0.75,-1.5,0.00323679999999982,0.000644900807832505,1,2,3,4,1,2,3,4
"190",0.5,-1,0.75,-1,0.00561889999999998,0.00103944861771999,1,2,3,4,1,2,3,4
"191",0.5,-1,0.75,1,0.00958550000000002,0.00152672391731251,1,2,3,4,1,2,3,4
"192",0.5,-1,0.75,1.5,0.00983119999999982,0.00155812817102252,1,2,3,4,1,2,3,4
"193",0.5,0,-0.75,-1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"194",0.5,0,-0.75,-1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"195",0.5,0,-0.75,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"196",0.5,0,-0.75,1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"197",0.5,0,-0.2,-1.5,4.44089209850063e-16,0.00231198866597244,1,2,3,4,1,2,3,4
"198",0.5,0,-0.2,-1,0,0.00399132199649252,1,2,3,4,1,2,3,4
"199",0.5,0,-0.2,1,4.44089209850063e-16,0.00663078359166746,1,2,3,4,1,2,3,4
"200",0.5,0,-0.2,1.5,-4.44089209850063e-16,0.00682785818232753,1,3,2,4,1,3,2,4
"201",0.5,0,0.2,-1.5,0,0.00230227398688497,1,2,3,4,1,2,3,4
"202",0.5,0,0.2,-1,4.44089209850063e-16,0.00398433418874996,1,2,3,4,1,2,3,4
"203",0.5,0,0.2,1,0,0.00661389712798502,1,2,3,4,1,2,3,4
"204",0.5,0,0.2,1.5,-4.44089209850063e-16,0.00681061218808506,1,3,2,4,1,3,2,4
"205",0.5,0,0.75,-1.5,0,0.00232704620898744,1,2,3,4,1,2,3,4
"206",0.5,0,0.75,-1,4.44089209850063e-16,0.00402162134885997,1,2,3,4,1,2,3,4
"207",0.5,0,0.75,1,0,0.00667349232653252,1,2,3,4,1,2,3,4
"208",0.5,0,0.75,1.5,-4.44089209850063e-16,0.0068734183744575,1,3,2,4,1,3,2,4
"209",0.5,1,-0.75,-1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"210",0.5,1,-0.75,-1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"211",0.5,1,-0.75,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"212",0.5,1,-0.75,1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"213",0.5,1,-0.2,-1.5,-0.0031061999999995,0.00498040727739753,1,2,3,4,1,2,3,4
"214",0.5,1,-0.2,-1,-0.00548640000000056,0.00879289310412746,1,2,3,4,1,2,3,4
"215",0.5,1,-0.2,1,-0.00955860000000008,0.0151019088395625,1,3,2,4,1,2,3,4
"216",0.5,1,-0.2,1.5,-0.00981830000000006,0.0155854869371775,1,3,2,4,1,3,2,4
"217",0.5,1,0.2,-1.5,-0.00316969999999905,0.00496866827465498,1,2,3,4,1,2,3,4
"218",0.5,1,0.2,-1,-0.00556879999999982,0.00878631922010989,1,2,3,4,1,2,3,4
"219",0.5,1,0.2,1,-0.00956959999999984,0.0150685152986399,1,2,3,4,1,2,3,4
"220",0.5,1,0.2,1.5,-0.00983059999999991,0.0155522785663849,1,3,2,4,1,3,2,4
"221",0.5,1,0.75,-1.5,-0.00323679999999893,0.00502171938322242,1,2,3,4,1,2,3,4
"222",0.5,1,0.75,-1,-0.00561890000000087,0.00886096291480001,1,2,3,4,1,2,3,4
"223",0.5,1,0.75,1,-0.00958550000000002,0.0151884503210324,1,2,3,4,1,2,3,4
"224",0.5,1,0.75,1.5,-0.00983119999999982,0.0156798365552924,1,3,2,4,1,3,2,4
"225",0.5,1.5,-0.75,-1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"226",0.5,1.5,-0.75,-1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"227",0.5,1.5,-0.75,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"228",0.5,1.5,-0.75,1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"229",0.5,1.5,-0.2,-1.5,-0.00465930000000014,0.0066896181279,1,2,3,4,1,2,3,4
"230",0.5,1.5,-0.2,-1,-0.00822960000000084,0.0118847062476,1,2,3,4,1,2,3,4
"231",0.5,1.5,-0.2,1,-0.0143379000000001,0.0205956062294398,1,3,2,4,1,2,3,4
"232",0.5,1.5,-0.2,1.5,-0.0147274499999996,0.0212675742596025,1,3,2,4,1,3,2,4
"233",0.5,1.5,0.2,-1.5,-0.00475455000000036,0.00667761906474008,1,2,3,4,1,2,3,4
"234",0.5,1.5,0.2,-1,-0.00835320000000017,0.0118793192482799,1,2,3,4,1,2,3,4
"235",0.5,1.5,0.2,1,-0.0143544000000002,0.0205520753437424,1,3,2,4,1,2,3,4
"236",0.5,1.5,0.2,1.5,-0.0147458999999994,0.0212247382535999,1,3,2,4,1,3,2,4
"237",0.5,1.5,0.75,-1.5,-0.00485519999999973,0.00674875388524498,1,2,3,4,1,2,3,4
"238",0.5,1.5,0.75,-1,-0.00842835000000086,0.0119770720108199,1,2,3,4,1,2,3,4
"239",0.5,1.5,0.75,1,-0.01437825,0.0207090004127624,1,2,3,4,1,2,3,4
"240",0.5,1.5,0.75,1.5,-0.0147467999999984,0.0213922186372347,1,3,2,4,1,3,2,4
"241",1.5,-1.5,-0.75,-1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"242",1.5,-1.5,-0.75,-1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"243",1.5,-1.5,-0.75,1,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"244",1.5,-1.5,-0.75,1.5,NA,NA,NA,1,NA,NA,NA,1,NA,NA
"245",1.5,-1.5,-0.2,-1.5,0.0167773499999999,0.00095180063706001,1,2,3,4,1,3,2,4
"246",1.5,-1.5,-0.2,-1,0.0290428499999997,0.00116684542752751,1,3,4,2,1,2,3,4
"247",1.5,-1.5,-0.2,1,0.0489364499999998,0.000679485358800002,1,3,4,2,1,2,4,3
"248",1.5,-1.5,-0.2,1.5,0.0502682999999999,0.000609444579825,1,3,4,2,1,2,4,3
