"","a1","g6","rho","beta2","AY","AMY","AZY_ne","AZY_re","AZMY_ne","AZMY_re","Z_e"
"Ys1...151",-0.5,1.5,-0.2,1,-2.4442862583456,-0.28145766839129,0.614887997070462,1.20911526126512,0.835879647533098,0.339010037046975,0.0973576537085332
"Ys1...152",-0.5,1.5,-0.2,1.5,-2.44623470054086,-0.189286369719166,0.579687896633708,1.19971018001931,0.875305665541787,0.354904796606561,0.0996214144503735
"Ys1...153",-0.5,1.5,0.2,-1.5,-2.31586966911165,-1.22207792508834,1.17785511744087,1.29286748449807,0.202033823078389,0.102085352241708,0.0150638962205267
"Ys1...154",-0.5,1.5,0.2,-1,-2.37398979423834,-1.15933491163074,1.06148986750855,1.27536841952024,0.352997772231776,0.183893590153086,0.0447743699330054
"Ys1...155",-0.5,1.5,0.2,1,-2.44282557845921,-0.281791469716396,0.81585782581752,1.21214909096444,0.63733258881908,0.339059695924849,0.0980183722526888
"Ys1...156",-0.5,1.5,0.2,1.5,-2.44461757262756,-0.189472503311278,0.789214022061706,1.20267418904936,0.668413074152716,0.354941492976503,0.0999885858114427
"Ys1...157",-0.5,1.5,0.75,-1.5,-2.31621951062286,-1.22204355527019,1.25583198523454,1.29176748127578,0.122989324283289,0.101706084758102,0.0146522565160527
"Ys1...158",-0.5,1.5,0.75,-1,-2.37442914492098,-1.15956232119271,1.20717506699648,1.27413621619783,0.206145615726469,0.184081222885461,0.0448967563603446
"Ys1...159",-0.5,1.5,0.75,1,-2.44307983197328,-0.281566032356613,1.08731413678266,1.2111792410247,0.364902792332603,0.339355599182307,0.0983179110917369
"Ys1...160",-0.5,1.5,0.75,1.5,-2.44492955614046,-0.189122788960832,1.07250880072995,1.20171942157293,0.384071996132278,0.355335064676526,0.10047368938723
"Ys1...161",0.5,-1.5,-0.75,-1.5,-4.18832646500267,0.291304907834554,0.0521389267472232,-0.145668902988627,-0.243814986821298,-0.0299156642111278,0.0160914928743194
"Ys1...162",0.5,-1.5,-0.75,-1,-4.3053224270014,0.323040229509659,0.18746407398334,-0.116403423106751,-0.402001656566742,-0.0491577396028693,0.0489764198737821
"Ys1...163",0.5,-1.5,-0.75,1,-4.42574153922141,0.0799645625667535,0.368824054185747,-0.094375854160496,-0.678753371195175,-0.0831330857748553,0.132420377074076
"Ys1...164",0.5,-1.5,-0.75,1.5,-4.43207288839463,0.0423993534867622,0.387320838017152,-0.0947263494987562,-0.71000531977724,-0.0867250172358855,0.141233115025445
"Ys1...165",0.5,-1.5,-0.2,-1.5,-4.18854414407635,0.291273700770413,-0.0100596412123166,-0.145615765890123,-0.181528997159488,-0.0298606181782244,0.0161122543034575
"Ys1...166",0.5,-1.5,-0.2,-1,-4.30575653930312,0.323174605829362,0.0920608015383055,-0.116432555501404,-0.306527196941545,-0.0493088055356901,0.0487250343661461
"Ys1...167",0.5,-1.5,-0.2,1,-4.42606490679914,0.0801552683912905,0.22330805878097,-0.0943549177254046,-0.532985722413315,-0.0829445572146414,0.132378188692299
"Ys1...168",0.5,-1.5,-0.2,1.5,-4.43240909595958,0.0421723697191667,0.236018861988187,-0.0946932633252056,-0.558342022744697,-0.0867235564485034,0.140906340982801
"Ys1...169",0.5,-1.5,0.2,-1.5,-4.18708463500737,0.291246325088341,-0.0549725672521126,-0.145307145936769,-0.136075827851511,-0.0296866392105808,0.0160546099562739
"Ys1...170",0.5,-1.5,0.2,-1,-4.30411811600942,0.323720311630737,0.0222711895833787,-0.116481954065111,-0.236770950095028,-0.0491294750578186,0.0488883313887203
"Ys1...171",0.5,-1.5,0.2,1,-4.42435604379861,0.0807950697163959,0.117617738956951,-0.0940880541953333,-0.427411459012395,-0.0826983768522966,0.133007289007814
"Ys1...172",0.5,-1.5,0.2,1.5,-4.4307110109391,0.0425379033112785,0.125875903134919,-0.0943066592969672,-0.44852464530997,-0.0865677678089907,0.141774315069093
"Ys1...173",0.5,-1.5,0.75,-1.5,-4.18750271631206,0.291305255270186,-0.116982058855809,-0.145330376508406,-0.0742129648328014,-0.029612737281369,0.0162519098988358
"Ys1...174",0.5,-1.5,0.75,-1,-4.30438332602191,0.323745821192714,-0.0730725878579719,-0.116522048652253,-0.141791545918164,-0.0492385455559003,0.0491035395679833
"Ys1...175",0.5,-1.5,0.75,1,-4.42476254695359,0.0807418323566136,-0.0279638405401088,-0.0941612665487712,-0.282019038809288,-0.0828315901706178,0.132990022630008
"Ys1...176",0.5,-1.5,0.75,1.5,-4.4311559902342,0.0425961889608328,-0.0255151880296247,-0.0944068685851907,-0.297387080396569,-0.0867313162870764,0.141764083553927
"Ys1...177",0.5,-1,-0.75,-1.5,-4.18832646500267,0.039066021889703,-0.215264020797414,-0.347135907287981,-0.182651124547532,-0.0400515761407516,0.0107276619162135
"Ys1...178",0.5,-1,-0.75,-1,-4.3053224270014,0.0759901030064389,-0.125047255973336,-0.32762558736673,-0.300900604377828,-0.0656713264019126,0.0326509465825215
"Ys1...179",0.5,-1,-0.75,1,-4.42574153922141,0.0197435083778355,-0.00414060250506454,-0.31294054140256,-0.50778249746345,-0.110702307183236,0.0882802513827174
"Ys1...180",0.5,-1,-0.75,1.5,-4.43207288839463,0.00381288565784166,0.00819058671587225,-0.313174204961401,-0.531123779851493,-0.115603578157257,0.0941554100169633
"Ys1...181",0.5,-1,-0.2,-1.5,-4.18854414407635,0.039015317180275,-0.25672572609306,-0.347096475878264,-0.141113981439659,-0.0400017287854828,0.0107415028689717
"Ys1...182",0.5,-1,-0.2,-1,-4.30575653930312,0.0760790872195747,-0.188645430925978,-0.327641002285785,-0.237263614627697,-0.0657846870237933,0.0324833562440974
"Ys1...183",0.5,-1,-0.2,1,-4.42606490679914,0.0198864455941936,-0.101147259430868,-0.312922577101785,-0.41056751494221,-0.110540071476428,0.0882521257948654
"Ys1...184",0.5,-1,-0.2,1.5,-4.43240909595958,0.00359591314611096,-0.0926733906260573,-0.313148140834985,-0.429973915163131,-0.115561604299002,0.0939375606552009
"Ys1...185",0.5,-1,0.2,-1.5,-4.18708463500737,0.0390256167255605,-0.286230478739399,-0.346453531195836,-0.110798768567674,-0.0398726428070537,0.0107030733041831
"Ys1...186",0.5,-1,0.2,-1,-4.30411811600942,0.0765444410871576,-0.234734640849071,-0.327236736614731,-0.190799300063352,-0.0657049833718792,0.0325922209258134
"Ys1...187",0.5,-1,0.2,1,-4.42435604379861,0.0203639798109307,-0.171170274600023,-0.312307470034879,-0.340175372674929,-0.110366651234864,0.0886715260052093
"Ys1...188",0.5,-1,0.2,1.5,-4.4307110109391,0.00386950220751903,-0.165664831814711,-0.312453206769301,-0.356794630206646,-0.115490045205994,0.0945162100460619
"Ys1...189",0.5,-1,0.75,-1.5,-4.18750271631206,0.0390804535134572,-0.327754426354637,-0.346653304789701,-0.0695920098885341,-0.039858524854246,0.0108346065992238
"Ys1...190",0.5,-1,0.75,-1,-4.30438332602191,0.0765277974618095,-0.298481445689411,-0.327447752885599,-0.127507097278777,-0.0658050970372668,0.0327356930453226
"Ys1...191",0.5,-1,0.75,1,-4.42476254695359,0.0203571882377425,-0.268408947477503,-0.312540564816611,-0.243294642539526,-0.110503010113745,0.0886600150866719
"Ys1...192",0.5,-1,0.75,1.5,-4.4311559902342,0.00397635930722195,-0.266776512470513,-0.312704299507557,-0.256101853597713,-0.115664677524718,0.0945093890359514
"Ys1...193",0.5,0,-0.75,-1.5,-4.18832646500267,-0.46541175,-0.750069915886689,-0.750069915886689,-0.0603234000000001,-0.0603234000000001,4.44089209850063e-16
"Ys1...194",0.5,0,-0.75,-1,-4.3053224270014,-0.41811015,-0.750069915886689,-0.750069915886689,-0.0986985000000002,-0.0986985000000002,4.44089209850063e-16
"Ys1...195",0.5,0,-0.75,1,-4.42574153922142,-0.1006986,-0.750069915886689,-0.750069915886689,-0.16584075,-0.16584075,-8.88178419700125e-16
"Ys1...196",0.5,0,-0.75,1.5,-4.43207288839463,-0.0733600499999998,-0.750069915886689,-0.750069915886689,-0.1733607,-0.1733607,0
"Ys1...197",0.5,0,-0.2,-1.5,-4.18854414407635,-0.46550145,-0.750057895854546,-0.750057895854547,-0.0602839500000001,-0.0602839500000001,-4.44089209850063e-16
"Ys1...198",0.5,0,-0.2,-1,-4.30575653930312,-0.41811195,-0.750057895854547,-0.750057895854547,-0.0987364500000001,-0.0987364500000001,-4.44089209850063e-16
"Ys1...199",0.5,0,-0.2,1,-4.42606490679914,-0.1006512,-0.750057895854546,-0.750057895854547,-0.1657311,-0.1657311,-4.44089209850063e-16
"Ys1...200",0.5,0,-0.2,1.5,-4.43240909595958,-0.0735570000000001,-0.750057895854547,-0.750057895854547,-0.1732377,-0.1732377,-4.44089209850063e-16
"Ys1...201",0.5,0,0.2,-1.5,-4.18708463500737,-0.4654158,-0.748746301713971,-0.748746301713971,-0.06024465,-0.06024465,4.44089209850063e-16
"Ys1...202",0.5,0,0.2,-1,-4.30411811600942,-0.4178073,-0.748746301713971,-0.74874630171397,-0.0988560000000001,-0.0988560000000001,4.44089209850063e-16
"Ys1...203",0.5,0,0.2,1,-4.42435604379861,-0.1004982,-0.748746301713971,-0.748746301713971,-0.1657032,-0.1657032,4.44089209850063e-16
"Ys1...204",0.5,0,0.2,1.5,-4.4307110109391,-0.0734673000000003,-0.74874630171397,-0.74874630171397,-0.1733346,-0.1733346,0
"Ys1...205",0.5,0,0.75,-1.5,-4.18750271631206,-0.46536915,-0.749299161352291,-0.749299161352291,-0.0603501,-0.0603501,0
"Ys1...206",0.5,0,0.75,-1,-4.30438332602191,-0.41790825,-0.749299161352291,-0.749299161352291,-0.0989382000000001,-0.0989382000000001,0
"Ys1...207",0.5,0,0.75,1,-4.42476254695358,-0.1004121,-0.749299161352291,-0.749299161352291,-0.16584585,-0.16584585,0
"Ys1...208",0.5,0,0.75,1.5,-4.4311559902342,-0.0732632999999998,-0.749299161352291,-0.749299161352291,-0.1735314,-0.1735314,4.44089209850063e-16
"Ys1...209",0.5,1,-0.75,-1.5,-4.18832646500267,-0.969889521889703,-1.28487581097596,-1.1530039244854,0.0620043245475315,-0.0805952238592482,-0.0107276619162131
"Ys1...210",0.5,1,-0.75,-1,-4.3053224270014,-0.912210403006439,-1.37509257580004,-1.17251424440665,0.103503604377828,-0.131725673598087,-0.032650946582522
"Ys1...211",0.5,1,-0.75,1,-4.42574153922141,-0.221140708377836,-1.49599922926831,-1.18719929037082,0.17610099746345,-0.220979192816764,-0.0882802513827179
"Ys1...212",0.5,1,-0.75,1.5,-4.43207288839463,-0.150532985657841,-1.50833041848925,-1.18696562681198,0.184402379851492,-0.231117821842743,-0.0941554100169633
"Ys1...213",0.5,1,-0.2,-1.5,-4.18854414407635,-0.970018217180275,-1.24339006561603,-1.15301931583083,0.0205460814396585,-0.0805661712145174,-0.0107415028689717
"Ys1...214",0.5,1,-0.2,-1,-4.30575653930312,-0.912302987219575,-1.31147036078311,-1.17247478942331,0.039790714627697,-0.131688212976206,-0.0324833562440974
"Ys1...215",0.5,1,-0.2,1,-4.42606490679914,-0.221188845594193,-1.39896853227822,-1.18719321460731,0.0791053149422098,-0.220922128523573,-0.0882521257948676
"Ys1...216",0.5,1,-0.2,1.5,-4.43240909595958,-0.150709913146112,-1.40744240108304,-1.18696765087411,0.0834985151631318,-0.230913795700998,-0.0939375606552009
"Ys1...217",0.5,1,0.2,-1.5,-4.18708463500737,-0.969857216725561,-1.21126212468854,-1.15103907223211,-0.00969053143232657,-0.0806166571929459,-0.0107030733041826
"Ys1...218",0.5,1,0.2,-1,-4.30411811600942,-0.912159041087158,-1.26275796257887,-1.17025586681321,-0.00691269993664845,-0.132007016628121,-0.0325922209258138
"Ys1...219",0.5,1,0.2,1,-4.42435604379861,-0.221360379810931,-1.32632232882792,-1.18518513339306,0.00876897267492982,-0.221039748765136,-0.0886715260052093
"Ys1...220",0.5,1,0.2,1.5,-4.4307110109391,-0.150804102207519,-1.33182777161323,-1.18503939665864,0.0101254302066467,-0.231179154794007,-0.0945162100460615
"Ys1...221",0.5,1,0.75,-1.5,-4.18750271631206,-0.969818753513457,-1.17084389634995,-1.15194501791488,-0.0511081901114658,-0.0808416751457539,-0.0108346065992229
"Ys1...222",0.5,1,0.75,-1,-4.30438332602191,-0.912344297461809,-1.20011687701517,-1.17115056981898,-0.0703693027212235,-0.132071302962733,-0.0327356930453222
"Ys1...223",0.5,1,0.75,1,-4.42476254695358,-0.221181388237743,-1.23018937522708,-1.18605775788797,-0.0883970574604742,-0.221188689886255,-0.0886600150866736
"Ys1...224",0.5,1,0.75,1.5,-4.4311559902342,-0.150502959307222,-1.23182181023407,-1.18589402319702,-0.0909609464022871,-0.231398122475282,-0.094509389035951
"Ys1...225",0.5,1.5,-0.75,-1.5,-4.18832646500267,-1.22212840783456,-1.5522787585206,-1.35447092878475,0.123168186821298,-0.090731135788872,-0.0160914928743185
"Ys1...226",0.5,1.5,-0.75,-1,-4.3053224270014,-1.15926052950966,-1.68760390575672,-1.38373640866663,0.204604656566742,-0.148239260397131,-0.0489764198737834
"Ys1...227",0.5,1.5,-0.75,1,-4.42574153922141,-0.281361762566754,-1.86896388595913,-1.40576397761288,0.347071871195175,-0.248548414225145,-0.132420377074076
"Ys1...228",0.5,1.5,-0.75,1.5,-4.43207288839463,-0.189119453486763,-1.88746066979053,-1.40541348227462,0.36328391977724,-0.259996382764114,-0.141233115025445
"Ys1...229",0.5,1.5,-0.2,-1.5,-4.18854414407635,-1.22227660077041,-1.49005615049678,-1.35450002581897,0.0609610971594883,-0.0907072818217758,-0.0161122543034562
"Ys1...230",0.5,1.5,-0.2,-1,-4.30575653930312,-1.15939850582936,-1.5921765932474,-1.38368323620769,0.109054296941546,-0.148164094464311,-0.0487250343661474
"Ys1...231",0.5,1.5,-0.2,1,-4.42606490679914,-0.28145766839129,-1.72342385049006,-1.40576087398369,0.201523522413314,-0.248517642785359,-0.132378188692298
"Ys1...232",0.5,1.5,-0.2,1.5,-4.43240909595958,-0.189286369719166,-1.73613465369728,-1.40542252838389,0.211866622744697,-0.259751843551496,-0.140906340982802
"Ys1...233",0.5,1.5,0.2,-1.5,-4.18708463500737,-1.22207792508834,-1.44252003617583,-1.35218545749117,0.0155865278515099,-0.0908026607894188,-0.0160546099562744
"Ys1...234",0.5,1.5,0.2,-1,-4.30411811600942,-1.15933491163074,-1.51976379301132,-1.38101064936283,0.0390589500950282,-0.148582524942181,-0.0488883313887207
"Ys1...235",0.5,1.5,0.2,1,-4.42435604379861,-0.281791469716396,-1.61511034238489,-1.40340454923261,0.096005059012394,-0.248708023147704,-0.133007289007814
"Ys1...236",0.5,1.5,0.2,1.5,-4.4307110109391,-0.189472503311278,-1.62336850656286,-1.40318594413097,0.10185544530997,-0.26010143219101,-0.141774315069093
"Ys1...237",0.5,1.5,0.75,-1.5,-4.18750271631206,-1.22204355527019,-1.38161626384877,-1.35326794619618,-0.0464872351671994,-0.0910874627186304,-0.016251909898835
"Ys1...238",0.5,1.5,0.75,-1,-4.30438332602191,-1.15956232119271,-1.42552573484661,-1.38207627405233,-0.0560848540818357,-0.148637854444099,-0.0491035395679829
"Ys1...239",0.5,1.5,0.75,1,-4.42476254695358,-0.281566032356613,-1.47063448216447,-1.40443705615581,-0.0496726611907121,-0.248860109829382,-0.132990022630008
"Ys1...240",0.5,1.5,0.75,1.5,-4.4311559902342,-0.189122788960832,-1.47308313467496,-1.40419145411939,-0.0496757196034308,-0.260331483712924,-0.141764083553928
"Ys1...241",1.5,-1.5,-0.75,-1.5,-6.16814501469843,0.291304907834554,-0.146943793153186,-0.290457884848152,-0.269158142377255,-0.0784695993643858,0.0471744513179022
"Ys1...242",1.5,-1.5,-0.75,-1,-6.3524311223995,0.323040229509659,0.00126603409090453,-0.155963677433725,-0.403729473577155,-0.114053041861188,0.132446720191338
"Ys1...243",1.5,-1.5,-0.75,1,-6.4766458779179,0.0799645625667535,0.0676308714888947,-0.0521810189052587,-0.608370080453597,-0.159811659161038,0.328746530898405
"Ys1...244",1.5,-1.5,-0.75,1.5,-6.48097635865461,0.0423993534867622,0.0690857339100379,-0.0480596428925728,-0.632122010280155,-0.165205386489121,0.349771246988424
"Ys1...245",1.5,-1.5,-0.2,-1.5,-6.16845009577796,0.291273700770413,-0.192034270707717,-0.290454057905479,-0.223857840111668,-0.0784382080598571,0.0469998448540481
"Ys1...246",1.5,-1.5,-0.2,-1,-6.35287270897998,0.323174605829362,-0.0480747953746015,-0.155986155729055,-0.354313745513342,-0.114102204012013,0.132300181146876
"Ys1...247",1.5,-1.5,-0.2,1,-6.47696939259295,0.0801552683912905,0.0300654934910405,-0.0521840887487937,-0.570517428432675,-0.159685817512648,0.328582028680193
"Ys1...248",1.5,-1.5,-0.2,1.5,-6.48135774406708,0.0421723697191667,0.0323297543434804,-0.0480715410704433,-0.594958842938727,-0.165106541363182,0.349451006161622
"Ys1...249",1.5,-1.5,0.2,-1.5,-6.16690992007515,0.291246325088341,-0.224609944208767,-0.290432178081439,-0.190763623293188,-0.078263183231476,0.0466782061890409
"Ys1...250",1.5,-1.5,0.2,-1,-6.35103734945331,0.323720311630737,-0.0842192233909755,-0.156035077154487,-0.318312686954835,-0.113933241808697,0.132563591382626
"Ys1...251",1.5,-1.5,0.2,1,-6.4753211875236,0.0807950697163959,0.0026676984558498,-0.0520388586999569,-0.54344590292381,-0.159714178095836,0.329025167672167
"Ys1...252",1.5,-1.5,0.2,1.5,-6.47969314110582,0.0425379033112785,0.00551829093326361,-0.0480321624635449,-0.568673537858239,-0.165063074557746,0.350060009903685
"Ys1...253",1.5,-1.5,0.75,-1.5,-6.16718437271551,0.291305255270186,-0.269738881357368,-0.290433698113946,-0.145958957726069,-0.0781790684934527,0.047085072476039
"Ys1...254",1.5,-1.5,0.75,-1,-6.35146137030883,0.323745821192714,-0.133611118999545,-0.156061248545779,-0.269184048346222,-0.114144939162878,0.13258897963711
"Ys1...255",1.5,-1.5,0.75,1,-6.47561878249983,0.0807418323566136,-0.0351204205661739,-0.0521094231688988,-0.505742705463862,-0.15985491851284,0.328898784348298
"Ys1...256",1.5,-1.5,0.75,1.5,-6.48007819301973,0.0425961889608328,-0.0313899223853471,-0.0480748000239775,-0.531739441862552,-0.165327132283868,0.349727431940054
