"","a1","g6","rho","beta2","AY","AMY","AZY_ne","AZY_re","AZMY_ne","AZMY_re","Z_e"
"Ys1...155",-0.5,1.5,0.2,1,-0.0295184000000001,-0.0350931,0.0137158000000001,0.00325829999999994,-0.00197959999999997,0.00764829999999994,-0.000829600000000208
"Ys1...156",-0.5,1.5,0.2,1.5,-0.029519,-0.0282537,0.0139058,0.00339119999999993,-0.00215709999999991,0.00773639999999998,-0.000621100000000152
"Ys1...157",-0.5,1.5,0.75,-1.5,-0.0341621,-0.3257923,0.0067024,0.00558519999999996,0.00308090000000005,0.00407139999999995,-0.000126700000000146
"Ys1...158",-0.5,1.5,0.75,-1,-0.0315693,-0.2288172,0.00681580000000004,0.00472440000000007,0.00444389999999995,0.00604979999999999,-0.000485499999999917
"Ys1...159",-0.5,1.5,0.75,1,-0.0295481,-0.034942,0.00685539999999996,0.00339,0.00489340000000005,0.0077391,-0.000619700000000001
"Ys1...160",-0.5,1.5,0.75,1.5,-0.0295801,-0.0280378999999999,0.00690089999999999,0.00331729999999997,0.00481350000000003,0.00774450000000004,-0.000652600000000003
"Ys1...161",0.5,-1.5,-0.75,-1.5,NA,-0.0247263,NA,NA,NA,NA,NA
"Ys1...162",0.5,-1.5,-0.75,-1,NA,-0.0247263,NA,NA,NA,NA,NA
"Ys1...163",0.5,-1.5,-0.75,1,NA,-0.0247263,NA,NA,NA,NA,NA
"Ys1...164",0.5,-1.5,-0.75,1.5,NA,-0.0247263,NA,NA,NA,NA,NA
"Ys1...165",0.5,-1.5,-0.2,-1.5,-0.0495183,-0.0247796,0.0082158,-0.0018591,-0.0136436999999999,-0.00177880000000008,0.00178999999999985
"Ys1...166",0.5,-1.5,-0.2,-1,-0.0501685000000001,-0.0247796,0.0163003,0.000165100000000029,-0.0217282,-0.00285400000000002,0.00273899999999994
"Ys1...167",0.5,-1.5,-0.2,1,-0.0505557,-0.0247796,0.0249501,0.0022913,-0.0303779999999999,-0.00399739999999993,0.0037218
"Ys1...168",0.5,-1.5,-0.2,1.5,-0.0505613,-0.0247796,0.0252345,0.00236400000000003,-0.0306624,-0.00402659999999999,0.00376529999999997
"Ys1...169",0.5,-1.5,0.2,-1.5,-0.0495390999999999,-0.0247796,0.0046119,-0.00185500000000005,-0.0100015,-0.0017621000000001,0.00177249999999984
"Ys1...170",0.5,-1.5,0.2,-1,-0.0501927999999999,-0.0247796,0.0105236,0.000166200000000005,-0.0159132,-0.00283070000000007,0.00272509999999992
"Ys1...171",0.5,-1.5,0.2,1,-0.0505817,-0.0247796,0.016836,0.00231720000000002,-0.0222256,-0.00399279999999991,0.00371400000000011
